SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ADHUNIKIND, EQ, 13-Apr-2020, 13.95, 14.45, 14.55, 13.35, 14.00, 14.20, 14.16, 36213, 5.13, 360, 26685, 74.99
ADLABS, EQ, 13-Apr-2020, 3.10, 3.40, 3.40, 3.40, 3.40, 3.40, 3.40, 45568, 1.55, 140, 42296, 100.00
ADORWELD, EQ, 13-Apr-2020, 207.45, 211.95, 217.20, 203.55, 212.00, 213.25, 212.06, 4100, 8.69, 209, 2169, 76.03
ADSL, EQ, 13-Apr-2020, 13.75, 13.90, 14.80, 12.85, 13.30, 13.25, 13.38, 20629, 2.76, 123, 13519, 72.74
ADVANIHOTR, EQ, 13-Apr-2020, 32.75, 35.65, 35.65, 31.30, 32.80, 32.30, 32.52, 3911, 1.27, 99, 2322, 67.32
ADVENZYMES, EQ, 13-Apr-2020, 140.05, 141.95, 144.90, 136.00, 137.00, 137.90, 140.34, 62227, 87.33, 1494, 32372, 57.15
AEGISCHEM, EQ, 13-Apr-2020, 156.85, 157.00, 161.00, 149.05, 154.00, 154.35, 153.62, 126512, 194.35, 5380, 73805, 69.76
AGARIND, EQ, 13-Apr-2020, 61.80, 65.80, 69.40, 62.80, 65.10, 66.25, 65.67, 32587, 21.40, 650, 20442, 67.41
AGRITECH, EQ, 13-Apr-2020, 25.10, 26.35, 26.35, 25.25, 26.35, 26.35, 26.25, 4111, 1.08, 54, 3537, 86.04
AGROPHOS, EQ, 13-Apr-2020, 5.95, 6.20, 6.20, 6.20, 6.20, 6.20, 6.20, 16560, 1.03, 133, 15918, 100.00
AHLADA, SM, 13-Apr-2020, 47.95, 45.50, 46.15, 45.50, 46.15, 46.15, 45.88, 3000, 1.38, 3, 2000, 66.67
AHLEAST, EQ, 13-Apr-2020, 130.20, 130.00, 138.85, 126.05, 128.80, 131.85, 131.39, 4689, 6.16, 104, 4379, 95.42
AHLUCONT, EQ, 13-Apr-2020, 160.10, 176.00, 176.00, 146.45, 156.35, 158.90, 159.63, 47183, 75.32, 354, 44289, 94.16
AIAENG, EQ, 13-Apr-2020, 1260.75, 1284.00, 1489.00, 1243.80, 1392.00, 1417.15, 1364.92, 239029, 3262.56, 18364, 63377, 30.24
AIRAN, EQ, 13-Apr-2020, 10.10, 9.70, 11.15, 9.50, 10.00, 10.00, 10.02, 3916, 0.39, 50, 3039, 79.14
AJANTPHARM, EQ, 13-Apr-2020, 1408.10, 1447.75, 1447.75, 1325.00, 1384.00, 1370.35, 1401.73, 123075, 1725.17, 11878, 52010, 56.69
AJMERA, EQ, 13-Apr-2020, 70.35, 72.00, 72.00, 68.00, 69.30, 69.45, 69.28, 18680, 12.94, 629, 8854, 58.43
AKSHARCHEM, EQ, 13-Apr-2020, 180.85, 182.00, 210.00, 182.00, 203.90, 201.45, 199.49, 11987, 23.91, 781, 5398, 49.93
AKSHOPTFBR, EQ, 13-Apr-2020, 3.75, 3.90, 3.90, 3.90, 3.90, 3.90, 3.90, 38954, 1.52, 78, 38804, 100.00
AKZOINDIA, EQ, 13-Apr-2020, 2083.60, 2088.00, 2107.15, 2005.90, 2047.00, 2041.65, 2041.51, 9409, 192.09, 1993, 5522, 67.86
ALANKIT, EQ, 13-Apr-2020, 13.50, 14.15, 14.15, 14.15, 14.15, 14.15, 14.15, 32929, 4.66, 147, 29335, 100.00
ALBERTDAVD, EQ, 13-Apr-2020, 368.10, 395.00, 415.00, 376.80, 411.50, 410.65, 398.44, 69030, 275.04, 3090, 33744, 53.30
ALEMBICLTD, EQ, 13-Apr-2020, 45.45, 45.95, 49.50, 43.40, 47.30, 47.20, 47.40, 754355, 357.59, 5507, 220275, 30.73
ALICON, EQ, 13-Apr-2020, 194.60, 202.55, 202.55, 190.05, 194.95, 194.85, 195.17, 3705, 7.23, 173, 2562, 72.97
ALKALI, EQ, 13-Apr-2020, 34.95, 41.90, 41.90, 35.10, 37.60, 37.50, 37.24, 15247, 5.68, 343, 8703, 61.36
ALKEM, EQ, 13-Apr-2020, 2709.00, 2768.00, 2824.00, 2680.10, 2700.00, 2693.80, 2759.85, 164501, 4539.98, 28441, 62682, 42.06
ALKYLAMINE, EQ, 13-Apr-2020, 1402.05, 1423.00, 1432.45, 1335.00, 1349.00, 1350.95, 1374.49, 33984, 467.11, 2942, 14647, 59.64
ALLCARGO, EQ, 13-Apr-2020, 66.55, 67.95, 69.00, 64.90, 68.90, 68.50, 67.19, 136509, 91.72, 1832, 61292, 58.86
ALLSEC, EQ, 13-Apr-2020, 138.45, 145.35, 145.35, 138.70, 145.35, 145.35, 145.08, 450, 0.65, 25, 434, 100.00
ALMONDZ, EQ, 13-Apr-2020, 16.20, 14.60, 15.25, 14.60, 15.25, 15.25, 14.80, 1171, 0.17, 13, 690, 64.43
ALOKINDS, EQ, 13-Apr-2020, 4.90, 5.10, 5.10, 4.70, 5.10, 5.10, 4.96, 24939587, 1237.23, 10770, 18267893, 73.37
ALPA, EQ, 13-Apr-2020, 22.15, 24.35, 24.35, 20.00, 24.35, 24.35, 23.53, 213731, 50.29, 1384, 149124, 70.48
ALPHAGEO, EQ, 13-Apr-2020, 146.05, 150.50, 159.50, 144.05, 155.00, 157.50, 151.89, 42186, 64.08, 1906, 18238, 50.79
AMARAJABAT, EQ, 13-Apr-2020, 522.00, 532.00, 532.00, 487.55, 501.60, 499.05, 506.32, 1324307, 6705.23, 22294, 144049, 11.93
AMBER, EQ, 13-Apr-2020, 1007.95, 1008.05, 1043.00, 920.90, 1031.00, 1004.65, 968.26, 360507, 3490.63, 28416, 183445, 58.95
AMBIKCO, EQ, 13-Apr-2020, 564.70, 565.00, 610.00, 552.65, 577.80, 571.40, 572.35, 3635, 20.81, 421, 1855, 68.30
AMBUJACEM, EQ, 13-Apr-2020, 158.80, 158.95, 172.35, 157.25, 165.75, 165.00, 164.87, 12551506, 20694.12, 96135, 4918280, 41.68
AMDIND, EQ, 13-Apr-2020, 10.15, 10.15, 11.30, 9.80, 11.00, 11.10, 10.92, 14769, 1.61, 78, 6659, 92.76
AMJLAND, EQ, 13-Apr-2020, 13.70, 13.35, 14.45, 13.35, 14.45, 14.45, 14.25, 1357, 0.19, 22, 1153, 91.15
AMRUTANJAN, EQ, 13-Apr-2020, 375.00, 385.00, 410.95, 369.50, 393.00, 403.50, 398.60, 269147, 1072.81, 8845, 53643, 25.30
ANANTRAJ, EQ, 13-Apr-2020, 18.80, 19.10, 19.20, 17.90, 17.90, 17.90, 18.08, 110551, 19.99, 544, 87111, 89.38
ANDHRACEMT, EQ, 13-Apr-2020, 2.20, 2.60, 2.60, 2.00, 2.60, 2.60, 2.52, 639503, 16.10, 1487, 504451, 78.91
ANDHRAPAP, EQ, 13-Apr-2020, 155.95, 163.00, 163.70, 160.65, 163.70, 163.70, 163.65, 7516, 12.30, 160, 7275, 97.30
ANDHRSUGAR, EQ, 13-Apr-2020, 201.20, 206.95, 206.95, 191.15, 191.40, 192.00, 193.15, 32144, 62.09, 1229, 20943, 72.61
ANIKINDS, EQ, 13-Apr-2020, 7.10, 7.80, 7.80, 7.15, 7.80, 7.80, 7.65, 8601, 0.66, 79, 4140, 48.14
ANKITMETAL, EQ, 13-Apr-2020, 0.45, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 8513, 0.03, 12, 3213, 100.00
ANSALAPI, EQ, 13-Apr-2020, 3.95, 3.95, 4.10, 3.80, 4.10, 4.10, 4.03, 27237, 1.10, 84, 20776, 84.69
ANSALHSG, EQ, 13-Apr-2020, 2.95, 2.90, 3.05, 2.85, 2.95, 2.95, 2.92, 28456, 0.83, 65, 20665, 75.92
ANUP, EQ, 13-Apr-2020, 325.95, 328.95, 335.95, 309.70, 314.90, 311.95, 315.96, 6411, 20.26, 329, 4912, 87.76
APARINDS, EQ, 13-Apr-2020, 299.15, 299.90, 305.00, 288.00, 302.00, 301.40, 295.04, 9912, 29.24, 602, 4065, 51.46
APCL, EQ, 13-Apr-2020, 102.00, 101.75, 111.95, 97.20, 104.00, 103.45, 103.12, 7369, 7.60, 171, 4254, 65.77
APCOTEXIND, EQ, 13-Apr-2020, 93.15, 95.00, 98.00, 84.45, 90.75, 90.60, 93.01, 27648, 25.72, 514, 21065, 79.80
APEX, EQ, 13-Apr-2020, 229.40, 233.75, 239.85, 216.45, 230.00, 229.55, 228.31, 225901, 515.76, 6035, 67750, 31.96
APLAPOLLO, EQ, 13-Apr-2020, 1335.90, 1349.00, 1349.00, 1222.65, 1238.00, 1238.25, 1265.86, 34158, 432.39, 5912, 17398, 57.34
APLLTD, EQ, 13-Apr-2020, 663.10, 683.10, 709.00, 662.50, 674.95, 680.45, 690.80, 943189, 6515.56, 25594, 370370, 40.84
APOLLO, EQ, 13-Apr-2020, 57.35, 58.95, 59.85, 55.20, 55.80, 55.75, 56.56, 22889, 12.94, 816, 10999, 56.96
APOLLOHOSP, EQ, 13-Apr-2020, 1279.85, 1300.00, 1300.00, 1229.80, 1286.05, 1279.40, 1258.58, 1027810, 12935.86, 102648, 300022, 33.55
APOLLOPIPE, EQ, 13-Apr-2020, 289.55, 300.00, 300.00, 259.65, 279.75, 277.40, 277.24, 24223, 67.16, 815, 14673, 65.29
APOLLOTYRE, EQ, 13-Apr-2020, 89.80, 92.70, 92.70, 85.05, 85.75, 85.80, 87.58, 9360109, 8197.47, 48081, 1633316, 18.63
APOLSINHOT, EQ, 13-Apr-2020, 458.05, 458.05, 458.05, 438.00, 445.10, 446.15, 448.73, 167, 0.75, 40, 126, 84.56
APTECHT, EQ, 13-Apr-2020, 83.70, 85.40, 85.40, 74.75, 76.05, 75.65, 79.16, 297600, 235.58, 6284, 143719, 63.13
ARCHIDPLY, EQ, 13-Apr-2020, 17.00, 17.05, 17.05, 15.65, 16.70, 16.70, 16.31, 7001, 1.14, 94, 4538, 66.43
ARCHIES, EQ, 13-Apr-2020, 9.30, 9.00, 9.50, 9.00, 9.50, 9.50, 9.25, 34289, 3.17, 207, 24781, 83.10
ARCOTECH, EQ, 13-Apr-2020, 0.95, 1.00, 1.00, 0.95, 1.00, 1.00, 0.99, 49995, 0.50, 69, 46013, 92.06
ARIES, EQ, 13-Apr-2020, 46.30, 46.55, 47.30, 43.65, 44.90, 45.00, 44.82, 10716, 4.80, 323, 6746, 71.69
ARIHANT, EQ, 13-Apr-2020, 12.20, 11.80, 13.40, 11.80, 13.40, 13.40, 12.74, 825, 0.11, 25, 655, 83.44
ARIHANTSUP, EQ, 13-Apr-2020, 19.50, 19.50, 19.50, 17.65, 18.50, 18.10, 18.68, 7772, 1.45, 3214, 5425, 85.92
ARMANFIN, EQ, 13-Apr-2020, 354.40, 350.00, 350.00, 336.70, 336.70, 336.70, 338.47, 5596, 18.94, 252, 4851, 98.18
AROGRANITE, EQ, 13-Apr-2020, 24.05, 25.20, 25.20, 23.05, 23.40, 23.55, 24.26, 5450, 1.32, 45, 4206, 85.71
ARSHIYA, EQ, 13-Apr-2020, 7.95, 8.30, 8.30, 7.80, 8.30, 8.30, 8.18, 14230, 1.16, 251, 13348, 93.97
ARSSINFRA, EQ, 13-Apr-2020, 12.35, 13.25, 14.20, 11.25, 14.20, 13.65, 13.10, 27144, 3.56, 154, 14571, 57.92
ARTEDZ, SZ, 13-Apr-2020, 20.00, 20.85, 20.85, 20.85, 20.85, 20.85, 20.85, 3000, 0.63, 1, 3000, 100.00
ARTEMISMED, EQ, 13-Apr-2020, 165.60, 166.90, 191.25, 166.90, 171.00, 172.15, 172.31, 3414, 5.88, 134, 1215, 60.15
ARVIND, EQ, 13-Apr-2020, 27.05, 29.40, 29.40, 26.15, 27.65, 27.65, 27.37, 1345472, 368.26, 5711, 563821, 47.38
ARVINDFASN, EQ, 13-Apr-2020, 139.90, 149.60, 149.60, 135.00, 136.00, 136.25, 137.69, 42389, 58.36, 1233, 29262, 78.20
ARVSMART, EQ, 13-Apr-2020, 65.65, 65.15, 65.90, 62.85, 63.55, 64.25, 64.51, 4414, 2.85, 221, 1500, 71.53
ASAHIINDIA, EQ, 13-Apr-2020, 162.05, 163.35, 169.50, 152.30, 169.00, 166.65, 160.73, 10128, 16.28, 215, 6134, 72.30
ASAHISONG, EQ, 13-Apr-2020, 91.05, 93.00, 95.40, 82.80, 84.00, 83.80, 88.23, 19949, 17.60, 475, 9187, 65.44
ASAL, EQ, 13-Apr-2020, 15.90, 17.00, 17.00, 15.05, 15.95, 15.85, 16.12, 5700, 0.92, 119, 3937, 75.38
ASALCBR, EQ, 13-Apr-2020, 170.55, 175.10, 177.40, 160.05, 167.90, 168.25, 168.25, 21334, 35.89, 658, 13581, 69.40
ASHAPURMIN, EQ, 13-Apr-2020, 23.20, 24.35, 24.35, 24.10, 24.35, 24.35, 24.32, 12416, 3.02, 81, 10992, 88.53
ASHIANA, EQ, 13-Apr-2020, 49.10, 49.00, 49.00, 47.60, 48.00, 47.85, 48.20, 97314, 46.90, 986, 65730, 80.27
ASHIMASYN, EQ, 13-Apr-2020, 4.65, 5.55, 5.55, 4.15, 5.10, 5.10, 5.06, 224483, 11.36, 718, 154849, 75.84
ASHOKA, EQ, 13-Apr-2020, 50.45, 50.50, 53.00, 46.15, 49.60, 49.50, 49.64, 631675, 313.57, 5282, 356308, 60.06
ASHOKLEY, EQ, 13-Apr-2020, 45.65, 45.70, 47.10, 44.50, 46.15, 46.05, 45.73, 41848831, 19137.45, 91030, 8304671, 21.35
ASIANHOTNR, EQ, 13-Apr-2020, 73.05, 71.05, 72.00, 70.00, 70.00, 70.95, 71.30, 72272, 51.53, 42, 70602, 99.15
ASIANPAINT, EQ, 13-Apr-2020, 1651.35, 1646.00, 1703.65, 1602.85, 1664.50, 1680.85, 1651.58, 2586216, 42713.42, 118296, 630681, 29.68
ASIANTILES, EQ, 13-Apr-2020, 165.90, 169.00, 169.00, 156.00, 158.00, 159.15, 158.93, 15616, 24.82, 935, 8596, 66.48
ASPINWALL, EQ, 13-Apr-2020, 95.95, 86.65, 102.00, 86.65, 94.00, 95.05, 97.73, 521, 0.51, 103, 248, 51.03
ASTEC, EQ, 13-Apr-2020, 454.95, 454.95, 458.55, 422.50, 425.80, 430.10, 436.82, 7973, 34.83, 549, 4412, 75.65
ASTERDM, EQ, 13-Apr-2020, 100.90, 102.50, 104.00, 98.90, 99.00, 99.35, 100.77, 106761, 107.58, 1578, 75526, 78.58
ASTRAL, EQ, 13-Apr-2020, 970.35, 970.00, 970.35, 895.90, 929.00, 920.60, 918.10, 192354, 1766.01, 10193, 102937, 75.18
ASTRAMICRO, EQ, 13-Apr-2020, 61.70, 63.20, 67.85, 61.00, 67.85, 67.75, 65.13, 284007, 184.98, 2357, 185558, 73.49
ASTRAZEN, EQ, 13-Apr-2020, 2675.70, 2675.70, 2714.70, 2600.25, 2639.00, 2636.55, 2664.52, 17082, 455.15, 2519, 6303, 40.84
ASTRON, EQ, 13-Apr-2020, 30.25, 33.25, 33.25, 31.00, 33.20, 32.95, 32.42, 321335, 104.16, 2620, 146057, 52.30
ATFL, EQ, 13-Apr-2020, 491.95, 490.00, 496.30, 459.80, 482.95, 482.15, 473.92, 5615, 26.61, 536, 2476, 57.41
ATLANTA, EQ, 13-Apr-2020, 3.30, 3.45, 3.45, 3.45, 3.45, 3.45, 3.45, 6132, 0.21, 14, 6131, 100.00
ATUL, EQ, 13-Apr-2020, 4046.00, 4020.00, 4338.15, 3990.00, 4210.95, 4202.25, 4158.54, 34401, 1430.58, 4590, 17295, 56.69
ATULAUTO, EQ, 13-Apr-2020, 161.10, 161.00, 167.00, 154.00, 161.00, 158.80, 158.16, 14958, 23.66, 788, 7852, 60.99
AUBANK, EQ, 13-Apr-2020, 496.40, 499.00, 511.95, 476.00, 492.75, 499.75, 500.66, 1552553, 7773.01, 86492, 1197542, 82.45
AURIONPRO, EQ, 13-Apr-2020, 44.75, 48.00, 48.00, 36.70, 40.10, 41.65, 40.94, 16388, 6.71, 345, 9632, 66.38
AUROPHARMA, EQ, 13-Apr-2020, 460.20, 466.00, 529.05, 463.50, 507.25, 503.20, 493.30, 13848180, 68313.71, 205368, 1224032, 10.08
AUSOMENT, EQ, 13-Apr-2020, 25.70, 27.80, 27.80, 25.60, 26.45, 26.35, 26.46, 592, 0.16, 11, 55, 100.00
AUTOAXLES, EQ, 13-Apr-2020, 456.40, 468.00, 524.90, 440.00, 465.00, 463.55, 467.13, 15490, 72.36, 1280, 6336, 44.09
AUTOIND, EQ, 13-Apr-2020, 11.90, 12.35, 12.45, 12.35, 12.45, 12.45, 12.45, 4513, 0.56, 35, 4491, 100.00
AUTOLITIND, EQ, 13-Apr-2020, 14.45, 14.45, 15.15, 13.95, 14.50, 14.85, 14.91, 4675, 0.70, 77, 3716, 92.00
AVADHSUGAR, EQ, 13-Apr-2020, 150.70, 158.20, 158.20, 143.20, 143.20, 143.30, 146.49, 104611, 153.24, 1410, 63999, 64.93
AVANTIFEED, EQ, 13-Apr-2020, 382.70, 390.00, 398.05, 360.00, 385.40, 386.05, 382.54, 813177, 3110.70, 24496, 194482, 26.36
AVTNPL, EQ, 13-Apr-2020, 30.70, 31.00, 32.00, 29.00, 30.60, 30.25, 30.02, 106291, 31.91, 1114, 58406, 61.20
AXISBANK, EQ, 13-Apr-2020, 420.15, 417.95, 427.90, 402.00, 420.00, 418.95, 414.15, 33432493, 138461.37, 423296, 7425846, 24.01
AXISCADES, EQ, 13-Apr-2020, 32.90, 34.50, 34.50, 32.00, 34.50, 34.10, 33.49, 21491, 7.20, 421, 10772, 81.63
AXISGOLD, EQ, 13-Apr-2020, 4049.00, 4049.00, 4300.00, 4049.00, 4300.00, 4277.25, 4212.01, 2343, 98.69, 540, 1356, 62.95
AXISNIFTY, EQ, 13-Apr-2020, 1058.00, 1084.00, 1084.00, 1000.02, 1002.10, 1031.29, 1048.48, 73, 0.77, 33, 29, 53.70
AYMSYNTEX, EQ, 13-Apr-2020, 17.25, 18.65, 18.90, 15.65, 15.90, 15.95, 16.14, 38516, 6.22, 174, 29496, 82.14
BABAFOOD, SM, 13-Apr-2020, 56.10, 56.10, 56.10, 56.10, 56.10, 56.10, 56.10, 2000, 1.12, 1, 2000, 100.00
BAJAJ-AUTO, EQ, 13-Apr-2020, 2435.95, 2430.15, 2430.15, 2321.75, 2400.05, 2397.55, 2366.13, 654478, 15485.81, 35598, 138809, 23.14
BAJAJCON, EQ, 13-Apr-2020, 140.10, 141.45, 143.00, 138.15, 139.00, 138.65, 139.06, 234618, 326.26, 5675, 115780, 62.08
BAJAJELEC, EQ, 13-Apr-2020, 321.85, 324.00, 345.00, 306.55, 311.85, 315.60, 330.28, 405533, 1339.39, 12581, 69541, 20.02
BAJAJFINSV, EQ, 13-Apr-2020, 4820.25, 4844.00, 4844.00, 4469.35, 4490.00, 4491.40, 4584.49, 891709, 40880.31, 110561, 234439, 28.69
BAJAJHIND, EQ, 13-Apr-2020, 3.20, 3.35, 3.35, 3.35, 3.35, 3.35, 3.35, 446390, 14.95, 218, 362990, 100.00
BAJAJHLDNG, EQ, 13-Apr-2020, 2085.40, 2090.00, 2150.00, 2046.00, 2105.00, 2115.90, 2096.46, 35609, 746.53, 5236, 19169, 62.95
BAJFINANCE, EQ, 13-Apr-2020, 2551.85, 2520.00, 2520.00, 2265.95, 2290.00, 2287.30, 2338.61, 8183271, 191375.10, 502326, 2219964, 29.61
BALAJITELE, EQ, 13-Apr-2020, 42.25, 42.25, 43.00, 38.25, 39.10, 39.45, 39.73, 88647, 35.22, 1085, 57474, 74.15
BALAMINES, EQ, 13-Apr-2020, 310.80, 317.00, 332.30, 304.95, 315.95, 315.30, 318.33, 82177, 261.60, 2501, 27790, 35.42
BALKRISHNA, EQ, 13-Apr-2020, 9.20, 9.65, 9.65, 8.85, 9.65, 9.65, 9.56, 10554, 1.01, 88, 9260, 87.74
BALKRISIND, EQ, 13-Apr-2020, 875.35, 878.00, 878.00, 823.25, 854.80, 852.35, 844.52, 406357, 3431.77, 16892, 59292, 19.64
BALLARPUR, EQ, 13-Apr-2020, 0.35, 0.35, 0.35, 0.30, 0.35, 0.35, 0.35, 2201410, 7.60, 504, 1671624, 79.92
BALMLAWRIE, EQ, 13-Apr-2020, 85.65, 90.00, 94.70, 87.60, 90.80, 91.25, 91.89, 477292, 438.58, 6909, 139884, 31.64
BALPHARMA, EQ, 13-Apr-2020, 45.85, 50.40, 50.40, 41.30, 50.40, 50.40, 48.72, 232651, 113.35, 2226, 96047, 41.43
BALRAMCHIN, EQ, 13-Apr-2020, 123.00, 120.95, 120.95, 116.85, 116.85, 116.85, 117.11, 156855, 183.70, 1959, 121145, 80.23
BANARBEADS, EQ, 13-Apr-2020, 30.15, 30.05, 30.20, 29.70, 30.00, 30.00, 29.81, 1314, 0.39, 22, 1116, 84.93
BANARISUG, EQ, 13-Apr-2020, 886.10, 919.00, 923.00, 851.00, 869.95, 865.65, 874.92, 92, 0.80, 39, 60, 74.07
BANCOINDIA, EQ, 13-Apr-2020, 67.50, 68.00, 68.00, 61.85, 65.40, 65.80, 65.93, 48403, 31.91, 1272, 31987, 75.41
BANDHANBNK, EQ, 13-Apr-2020, 192.25, 184.00, 195.80, 173.50, 194.40, 193.00, 183.71, 22145672, 40684.31, 245413, 4020194, 20.31
BANG, EQ, 13-Apr-2020, 14.35, 15.00, 15.75, 15.00, 15.75, 15.75, 15.69, 4521, 0.71, 41, 3439, 76.58
BANKBARODA, EQ, 13-Apr-2020, 50.90, 50.90, 51.20, 48.70, 49.65, 49.85, 49.61, 14157206, 7023.12, 50041, 2805332, 22.10
BANKBEES, EQ, 13-Apr-2020, 198.58, 199.49, 199.80, 193.55, 197.00, 196.44, 196.21, 294712, 578.26, 5582, 77053, 28.91
BANKINDIA, EQ, 13-Apr-2020, 34.35, 34.30, 34.70, 33.65, 33.75, 34.00, 33.96, 1137243, 386.18, 5960, 323267, 33.41
BANSWRAS, EQ, 13-Apr-2020, 73.10, 71.40, 74.50, 69.45, 71.05, 69.80, 70.03, 13235, 9.27, 126, 10194, 88.29
