SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KOTAKBANK, EQ, 28-Sep-2020, 1253.05, 1258.00, 1283.95, 1253.65, 1282.00, 1278.70, 1274.91, 1892118, 24122.88, 74284, 506003, 26.74
KOTAKBKETF, EQ, 28-Sep-2020, 212.13, 213.05, 219.18, 213.00, 219.00, 218.85, 216.56, 50450, 109.26, 646, 40976, 81.22
KOTAKGOLD, EQ, 28-Sep-2020, 440.10, 440.50, 441.35, 436.00, 438.00, 438.45, 437.81, 53056, 232.28, 1045, 32644, 61.53
KOTAKNIFTY, EQ, 28-Sep-2020, 115.01, 116.09, 117.25, 115.50, 117.25, 117.17, 116.66, 26791, 31.25, 472, 18119, 67.63
KOTAKNV20, EQ, 28-Sep-2020, 58.56, 58.75, 58.90, 58.45, 58.90, 58.89, 58.81, 1035, 0.61, 28, 696, 67.25
KOTAKPSUBK, EQ, 28-Sep-2020, 124.88, 126.00, 130.90, 126.00, 129.00, 129.50, 128.87, 27463, 35.39, 184, 13239, 48.21
KOTARISUG, EQ, 28-Sep-2020, 14.85, 15.10, 15.95, 14.50, 15.50, 15.50, 15.51, 37647, 5.84, 177, 23661, 62.85
KOTHARIPET, EQ, 28-Sep-2020, 15.95, 16.45, 16.45, 16.00, 16.25, 16.30, 16.29, 15043, 2.45, 135, 13281, 88.29
KOTHARIPRO, EQ, 28-Sep-2020, 58.80, 59.80, 61.35, 58.30, 61.35, 60.30, 59.31, 5803, 3.44, 130, 1517, 26.14
KPITTECH, EQ, 28-Sep-2020, 111.35, 113.60, 113.65, 110.40, 110.90, 111.10, 111.96, 587730, 658.01, 7535, 279459, 47.55
KPRMILL, EQ, 28-Sep-2020, 611.85, 621.00, 628.90, 595.10, 601.20, 600.75, 613.24, 28073, 172.16, 2288, 15807, 56.31
KRBL, EQ, 28-Sep-2020, 284.90, 291.90, 291.90, 282.00, 285.55, 285.80, 286.40, 343051, 982.49, 6117, 119538, 34.85
KREBSBIO, EQ, 28-Sep-2020, 86.95, 85.20, 92.10, 83.00, 91.00, 91.00, 90.01, 18884, 17.00, 227, 16480, 87.27
KRIDHANINF, EQ, 28-Sep-2020, 2.75, 2.85, 2.85, 2.70, 2.85, 2.85, 2.84, 17692, 0.50, 48, 10692, 60.43
KSB, EQ, 28-Sep-2020, 459.45, 469.90, 474.45, 459.90, 471.45, 470.25, 467.92, 23081, 108.00, 1249, 16545, 71.68
KSCL, EQ, 28-Sep-2020, 528.05, 538.75, 559.90, 535.05, 555.05, 555.45, 551.49, 230678, 1272.17, 9725, 74774, 32.41
KSK, EQ, 28-Sep-2020, 0.45, 0.50, 0.50, 0.40, 0.40, 0.40, 0.41, 2526845, 10.36, 549, 2356576, 93.26
KSL, EQ, 28-Sep-2020, 203.45, 204.60, 210.40, 204.60, 208.40, 207.60, 207.86, 27094, 56.32, 1422, 14134, 52.17
KTKBANK, EQ, 28-Sep-2020, 40.65, 40.90, 41.90, 40.10, 41.60, 41.70, 41.46, 982118, 407.20, 3443, 481935, 49.07
KUANTUM, EQ, 28-Sep-2020, 39.35, 39.40, 41.30, 39.40, 40.50, 41.15, 40.79, 3375, 1.38, 62, 2574, 76.27
KWALITY, EQ, 28-Sep-2020, 2.50, 2.45, 2.60, 2.40, 2.60, 2.60, 2.50, 1316372, 32.96, 947, 689839, 52.40
L&TFH, EQ, 28-Sep-2020, 58.30, 59.20, 62.55, 58.85, 62.45, 62.25, 61.55, 17910550, 11023.29, 51646, 3142836, 17.55
L&TFINANCE, NC, 28-Sep-2020, 1095.02, 1116.80, 1116.80, 1095.00, 1095.00, 1095.00, 1111.15, 200, 2.22, 5, 100, 50.00
L&TFINANCE, NE, 28-Sep-2020, 1070.55, 1038.27, 1071.99, 1038.27, 1071.99, 1041.88, 1041.88, 28, 0.29, 2, 25, 89.29
L&TFINANCE, NG, 28-Sep-2020, 1160.00, 1160.00, 1160.00, 1160.00, 1160.00, 1160.00, 1160.00, 25, 0.29, 1, 25, 100.00
L&TFINANCE, NI, 28-Sep-2020, 1195.00, 1170.00, 1195.00, 1170.00, 1195.00, 1195.00, 1182.50, 6, 0.07, 2, 3, 50.00
L&TFINANCE, NK, 28-Sep-2020, 1050.00, 1045.01, 1045.10, 1045.01, 1045.01, 1045.01, 1045.01, 1000, 10.45, 8, 1000, 100.00
L&TFINANCE, NQ, 28-Sep-2020, 1059.00, 1140.00, 1145.00, 1060.01, 1060.01, 1060.01, 1103.22, 70, 0.77, 4, 25, 35.71
L&TFINANCE, NU, 28-Sep-2020, 1105.00, 1075.00, 1120.00, 1075.00, 1100.01, 1100.01, 1082.88, 66, 0.71, 3, 66, 100.00
L&TFINANCE, NY, 28-Sep-2020, 1074.25, 1070.00, 1070.00, 1070.00, 1070.00, 1070.00, 1070.00, 250, 2.68, 3, 250, 100.00
L&TFINANCE, Y5, 28-Sep-2020, 1100.00, 1100.00, 1115.00, 1100.00, 1105.00, 1105.00, 1105.43, 494, 5.46, 19, 374, 75.71
L&TFINANCE, Y9, 28-Sep-2020, 1102.00, 1102.00, 1102.00, 1102.00, 1102.00, 1102.00, 1102.00, 16, 0.18, 1, 16, 100.00
L&TINFRA, N1, 28-Sep-2020, 1056.00, 1062.99, 1064.40, 1062.99, 1064.40, 1064.40, 1063.46, 30, 0.32, 2, 30, 100.00
L&TINFRA, N2, 28-Sep-2020, 2058.56, 2043.00, 2056.15, 2041.00, 2056.06, 2056.06, 2051.97, 55, 1.13, 6, 55, 100.00
L&TINFRA, N3, 28-Sep-2020, 1054.00, 1054.00, 1059.50, 1054.00, 1056.00, 1056.00, 1057.92, 299, 3.16, 9, 144, 48.16
L&TINFRA, N4, 28-Sep-2020, 2015.13, 2015.00, 2015.00, 2015.00, 2015.00, 2015.00, 2015.00, 30, 0.60, 2, 30, 100.00
L&TINFRA, N5, 28-Sep-2020, 1029.01, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 1030.00, 20, 0.21, 1, 20, 100.00
L&TINFRA, N6, 28-Sep-2020, 2118.00, 2112.65, 2114.00, 2112.65, 2114.00, 2114.00, 2113.56, 121, 2.56, 10, 121, 100.00
LAKSHVILAS, EQ, 28-Sep-2020, 19.20, 19.00, 20.80, 18.00, 20.20, 20.20, 19.41, 2160014, 419.26, 5353, 943153, 43.66
LALPATHLAB, EQ, 28-Sep-2020, 1828.80, 1845.00, 1944.85, 1816.30, 1893.00, 1900.15, 1867.83, 142992, 2670.85, 15588, 54263, 37.95
LAMBODHARA, EQ, 28-Sep-2020, 28.60, 29.70, 32.00, 27.70, 28.80, 28.90, 29.26, 5818, 1.70, 109, 2697, 46.36
LAOPALA, EQ, 28-Sep-2020, 204.35, 206.90, 214.00, 205.50, 213.60, 211.90, 211.23, 115713, 244.42, 3004, 43808, 37.86
LASA, EQ, 28-Sep-2020, 67.20, 68.95, 70.55, 65.75, 69.65, 70.35, 69.05, 215386, 148.72, 1727, 137643, 63.91
LAURUSLABS, EQ, 28-Sep-2020, 1328.05, 1355.00, 1460.85, 1355.00, 1460.85, 1460.85, 1426.92, 2140676, 30545.74, 65173, 892197, 41.68
LAXMIMACH, EQ, 28-Sep-2020, 3510.05, 3527.40, 3549.00, 3501.05, 3520.00, 3527.45, 3522.68, 3631, 127.91, 1006, 2053, 56.54
LEMONTREE, EQ, 28-Sep-2020, 27.15, 27.50, 28.50, 27.35, 28.50, 28.50, 28.27, 1284424, 363.05, 3019, 1000478, 77.89
LEXUS, SM, 28-Sep-2020, 12.40, 11.80, 11.80, 11.80, 11.80, 11.80, 11.80, 1000, 0.12, 1, 1000, 100.00
LFIC, EQ, 28-Sep-2020, 56.55, 56.00, 59.25, 54.60, 59.10, 57.65, 58.21, 10870, 6.33, 77, 7849, 72.21
LGBBROSLTD, EQ, 28-Sep-2020, 220.30, 226.00, 228.95, 209.50, 219.00, 218.70, 215.78, 289925, 625.61, 6971, 139040, 47.96
LGBFORGE, EQ, 28-Sep-2020, 2.55, 2.45, 2.65, 2.45, 2.60, 2.60, 2.49, 15144, 0.38, 37, 13339, 88.08
LIBAS, EQ, 28-Sep-2020, 30.45, 30.80, 32.00, 30.25, 31.20, 31.65, 31.41, 5767, 1.81, 114, 2445, 42.40
LIBERTSHOE, EQ, 28-Sep-2020, 136.75, 139.00, 159.00, 138.15, 154.85, 155.70, 153.51, 1037911, 1593.32, 14297, 196252, 18.91
LICHSGFIN, EQ, 28-Sep-2020, 270.50, 274.85, 283.70, 272.00, 282.90, 282.20, 278.71, 2762130, 7698.24, 28775, 613541, 22.21
LICNETFGSC, EQ, 28-Sep-2020, 21.08, 21.27, 21.27, 20.84, 21.13, 20.99, 21.04, 3349, 0.70, 58, 2597, 77.55
LICNETFN50, EQ, 28-Sep-2020, 116.52, 117.00, 118.52, 115.00, 116.50, 116.55, 117.10, 442, 0.52, 27, 305, 69.00
LICNETFSEN, EQ, 28-Sep-2020, 403.97, 421.00, 421.00, 394.51, 394.60, 394.66, 396.80, 43, 0.17, 19, 25, 58.14
LICNFNHGP, EQ, 28-Sep-2020, 113.27, 117.90, 117.90, 113.71, 113.80, 113.80, 114.71, 15, 0.02, 5, 11, 73.33
LINCOLN, EQ, 28-Sep-2020, 253.35, 255.60, 273.00, 253.25, 265.10, 263.75, 264.51, 323199, 854.91, 8536, 116346, 36.00
LINCPEN, EQ, 28-Sep-2020, 157.55, 166.00, 176.00, 156.00, 167.05, 170.25, 170.51, 22105, 37.69, 645, 9270, 41.94
LINDEINDIA, EQ, 28-Sep-2020, 724.65, 728.30, 749.00, 728.30, 741.00, 739.45, 739.79, 87962, 650.73, 3892, 49597, 56.38
LIQUIDBEES, EQ, 28-Sep-2020, 1000.00, 1000.00, 1000.01, 998.30, 1000.01, 999.99, 1000.00, 948749, 9487.46, 4682, 777971, 82.00
LIQUIDETF, EQ, 28-Sep-2020, 1000.00, 999.99, 1000.01, 999.99, 999.99, 999.99, 1000.00, 10919, 109.19, 52, 9889, 90.57
LOKESHMACH, EQ, 28-Sep-2020, 20.10, 19.85, 20.80, 19.85, 20.65, 20.40, 20.56, 11176, 2.30, 107, 6308, 56.44
LOTUSEYE, EQ, 28-Sep-2020, 29.60, 29.25, 30.40, 28.00, 30.40, 30.15, 29.09, 22449, 6.53, 216, 15453, 68.84
LOVABLE, EQ, 28-Sep-2020, 53.80, 53.80, 55.70, 53.80, 54.80, 54.35, 54.86, 9605, 5.27, 224, 4658, 48.50
LSIL, EQ, 28-Sep-2020, 0.65, 0.65, 0.70, 0.65, 0.70, 0.70, 0.69, 1053236, 7.26, 272, 578840, 54.96
LT, EQ, 28-Sep-2020, 889.25, 898.00, 917.50, 893.00, 905.00, 902.85, 907.52, 3853608, 34972.26, 84133, 1087900, 28.23
LTI, EQ, 28-Sep-2020, 2473.70, 2489.00, 2558.90, 2488.95, 2494.60, 2536.05, 2517.92, 209712, 5280.38, 18097, 129727, 61.86
LTMFEOFR, MF, 28-Sep-2020, 9.05, 9.80, 9.85, 9.80, 9.85, 9.85, 9.84, 2400, 0.24, 3, 2400, 100.00
LTTS, EQ, 28-Sep-2020, 1591.20, 1599.00, 1649.80, 1599.00, 1640.00, 1641.30, 1633.14, 81066, 1323.92, 7381, 30791, 37.98
LUMAXIND, EQ, 28-Sep-2020, 1327.80, 1388.75, 1389.00, 1307.80, 1357.95, 1342.10, 1340.47, 6792, 91.04, 1420, 3027, 44.57
LUMAXTECH, EQ, 28-Sep-2020, 94.00, 96.25, 96.25, 93.35, 95.00, 95.15, 95.46, 5533, 5.28, 200, 3903, 70.54
LUPIN, EQ, 28-Sep-2020, 998.90, 1008.60, 1014.90, 981.00, 1004.75, 1008.95, 998.98, 4089267, 40850.85, 84559, 445094, 10.88
LUXIND, EQ, 28-Sep-2020, 1405.25, 1427.05, 1440.00, 1401.25, 1424.85, 1428.10, 1416.86, 50676, 718.01, 2740, 9664, 19.07
LYKALABS, EQ, 28-Sep-2020, 18.40, 18.90, 19.30, 18.10, 19.20, 19.20, 18.92, 12471, 2.36, 135, 10354, 83.02
LYPSAGEMS, EQ, 28-Sep-2020, 2.95, 2.90, 3.05, 2.90, 3.05, 3.05, 3.04, 1265, 0.04, 13, 1250, 98.81
M&M, EQ, 28-Sep-2020, 592.30, 595.00, 618.00, 593.10, 614.20, 615.25, 608.27, 5494528, 33421.65, 82797, 1126600, 20.50
M&MFIN, EQ, 28-Sep-2020, 120.25, 122.80, 126.40, 121.50, 125.40, 125.10, 124.72, 8292287, 10342.20, 45133, 1330126, 16.04
M&MFIN, N2, 28-Sep-2020, 1077.17, 1079.90, 1080.00, 1079.50, 1079.99, 1079.99, 1079.96, 235, 2.54, 4, 235, 100.00
M100, EQ, 28-Sep-2020, 17.54, 18.30, 18.30, 17.53, 17.99, 17.97, 17.88, 66681, 11.92, 499, 35858, 53.78
M14RG, MF, 28-Sep-2020, 5.96, 5.53, 5.53, 5.53, 5.53, 5.53, 5.53, 5000, 0.28, 2, 5000, 100.00
M15RD, MF, 28-Sep-2020, 6.25, 5.65, 5.65, 5.65, 5.65, 5.65, 5.65, 5000, 0.28, 1, 5000, 100.00
M50, EQ, 28-Sep-2020, 108.67, 116.70, 116.70, 107.35, 110.80, 110.12, 109.36, 2969, 3.25, 37, 2449, 82.49
MAANALU, EQ, 28-Sep-2020, 62.95, 62.95, 69.85, 62.95, 68.45, 69.45, 66.95, 26106, 17.48, 613, 9903, 37.93
MACPOWER, EQ, 28-Sep-2020, 73.30, 76.45, 76.95, 73.65, 76.95, 76.95, 75.45, 4850, 3.66, 20, 2804, 57.81
MADHAV, EQ, 28-Sep-2020, 26.15, 25.90, 26.95, 25.90, 26.85, 26.75, 26.48, 15586, 4.13, 136, 7545, 48.41
MADHUCON, EQ, 28-Sep-2020, 2.80, 2.80, 2.90, 2.70, 2.85, 2.85, 2.82, 20567, 0.58, 39, 18405, 89.49
MADRASFERT, EQ, 28-Sep-2020, 16.80, 17.60, 18.45, 17.60, 18.45, 18.30, 18.05, 205844, 37.15, 863, 122924, 59.72
MAGADSUGAR, EQ, 28-Sep-2020, 113.85, 111.50, 119.90, 111.50, 117.00, 116.80, 116.69, 5540, 6.46, 241, 3179, 57.38
MAGMA, EQ, 28-Sep-2020, 33.75, 34.20, 34.95, 33.80, 34.30, 34.30, 34.45, 176226, 60.71, 1013, 95351, 54.11
MAGNUM, EQ, 28-Sep-2020, 4.45, 4.25, 4.65, 4.25, 4.65, 4.65, 4.42, 21339, 0.94, 31, 18985, 88.97
MAHABANK, EQ, 28-Sep-2020, 11.30, 11.50, 11.60, 11.35, 11.60, 11.55, 11.51, 1029179, 118.44, 2255, 586608, 57.00
MAHASTEEL, EQ, 28-Sep-2020, 104.90, 103.90, 111.75, 103.90, 106.80, 106.35, 106.36, 4824, 5.13, 150, 3299, 68.39
MAHEPC, EQ, 28-Sep-2020, 151.90, 154.75, 155.10, 152.45, 155.00, 153.95, 153.76, 45911, 70.59, 1108, 20202, 44.00
MAHESHWARI, EQ, 28-Sep-2020, 169.20, 170.90, 184.60, 168.05, 177.20, 177.35, 178.33, 40509, 72.24, 870, 10863, 26.82
MAHICKRA, SM, 28-Sep-2020, 75.00, 75.00, 75.00, 73.00, 73.00, 73.00, 74.00, 3000, 2.22, 2, 3000, 100.00
MAHINDCIE, EQ, 28-Sep-2020, 133.70, 135.00, 146.90, 134.00, 144.70, 144.15, 141.35, 217749, 307.80, 4154, 136858, 62.85
MAHLIFE, EQ, 28-Sep-2020, 225.90, 227.05, 238.70, 225.05, 228.45, 228.65, 230.24, 42729, 98.38, 2358, 25288, 59.18
MAHLOG, EQ, 28-Sep-2020, 316.95, 320.00, 350.10, 318.65, 341.10, 341.55, 342.46, 194331, 665.50, 5148, 78830, 40.56
MAHSCOOTER, EQ, 28-Sep-2020, 2871.85, 2949.00, 2988.85, 2902.00, 2960.00, 2972.10, 2953.51, 2258, 66.69, 548, 1272, 56.33
MAHSEAMLES, EQ, 28-Sep-2020, 221.00, 221.25, 227.95, 221.10, 222.20, 222.95, 224.38, 24502, 54.98, 708, 16301, 66.53
MAITHANALL, EQ, 28-Sep-2020, 515.90, 521.00, 538.00, 518.10, 522.95, 521.75, 527.61, 22368, 118.01, 1577, 13399, 59.90
MAJESCO, EQ, 28-Sep-2020, 836.40, 840.00, 840.00, 820.05, 828.05, 826.65, 828.42, 110738, 917.37, 6900, 85057, 76.81
MALUPAPER, EQ, 28-Sep-2020, 24.75, 24.40, 25.80, 24.40, 25.15, 25.25, 25.18, 14197, 3.58, 170, 4088, 28.79
MAN50ETF, EQ, 28-Sep-2020, 112.80, 113.90, 114.50, 113.90, 114.50, 114.50, 114.30, 1202, 1.37, 22, 1185, 98.59
MANAKALUCO, EQ, 28-Sep-2020, 7.80, 7.80, 8.10, 7.75, 8.00, 8.05, 7.97, 3992, 0.32, 53, 3000, 75.15
MANAKCOAT, EQ, 28-Sep-2020, 4.00, 4.15, 4.20, 3.90, 4.00, 4.00, 4.16, 6365, 0.26, 23, 6026, 94.67
MANAKSIA, EQ, 28-Sep-2020, 39.50, 39.55, 41.00, 39.55, 40.45, 40.40, 40.30, 25163, 10.14, 242, 17398, 69.14
MANAKSTEEL, EQ, 28-Sep-2020, 10.40, 10.00, 10.90, 10.00, 10.70, 10.55, 10.67, 60133, 6.41, 208, 42112, 70.03
MANALIPETC, EQ, 28-Sep-2020, 30.20, 30.60, 32.60, 30.10, 31.35, 31.45, 31.52, 4111295, 1296.05, 13766, 1517146, 36.90
MANAPPURAM, EQ, 28-Sep-2020, 153.05, 153.80, 157.70, 153.20, 157.05, 156.70, 155.84, 5458996, 8507.22, 31136, 805216, 14.75
MANGALAM, EQ, 28-Sep-2020, 135.30, 140.80, 140.80, 132.40, 135.10, 135.95, 136.53, 59487, 81.22, 1010, 32657, 54.90
MANGCHEFER, EQ, 28-Sep-2020, 29.70, 30.30, 30.50, 30.00, 30.20, 30.30, 30.26, 80723, 24.42, 380, 59846, 74.14
MANGLMCEM, EQ, 28-Sep-2020, 174.65, 176.00, 181.00, 175.40, 179.70, 179.15, 177.36, 91694, 162.62, 795, 76827, 83.79
MANGTIMBER, EQ, 28-Sep-2020, 6.70, 7.00, 7.00, 6.50, 6.90, 6.90, 6.80, 1151, 0.08, 9, 1149, 99.83
MANINFRA, EQ, 28-Sep-2020, 25.05, 25.45, 25.70, 25.05, 25.40, 25.35, 25.33, 75288, 19.07, 607, 44605, 59.25
MANUGRAPH, EQ, 28-Sep-2020, 9.35, 9.05, 9.80, 9.05, 9.80, 9.80, 9.53, 692, 0.07, 13, 684, 98.84
MANXT50, EQ, 28-Sep-2020, 264.50, 266.20, 270.20, 266.20, 270.20, 269.95, 268.01, 7705, 20.65, 71, 7647, 99.25
MARALOVER, EQ, 28-Sep-2020, 11.75, 11.75, 12.40, 11.60, 12.20, 11.90, 11.96, 8598, 1.03, 82, 2267, 26.37
MARATHON, EQ, 28-Sep-2020, 50.80, 50.00, 52.25, 50.00, 51.90, 52.15, 51.79, 2427, 1.26, 64, 2256, 92.95
MARICO, EQ, 28-Sep-2020, 353.50, 354.50, 362.90, 353.75, 361.05, 360.65, 359.67, 3064523, 11022.29, 23852, 451235, 14.72
MARINE, SM, 28-Sep-2020, 162.00, 163.90, 165.50, 162.00, 162.50, 162.50, 164.15, 54000, 88.64, 26, 26000, 48.15
MARKSANS, EQ, 28-Sep-2020, 47.50, 49.40, 49.85, 49.00, 49.85, 49.85, 49.67, 404510, 200.90, 1059, 304665, 75.32
MARUTI, EQ, 28-Sep-2020, 6497.70, 6579.00, 6720.00, 6542.30, 6711.90, 6703.00, 6670.16, 1099630, 73347.06, 100545, 352259, 32.03
MASFIN, EQ, 28-Sep-2020, 787.35, 780.00, 818.00, 770.15, 804.55, 805.50, 796.79, 28168, 224.44, 1828, 16398, 58.21
MASTEK, EQ, 28-Sep-2020, 861.90, 869.00, 899.00, 865.00, 898.25, 890.50, 882.93, 136214, 1202.68, 5929, 65649, 48.20
MATRIMONY, EQ, 28-Sep-2020, 571.15, 585.00, 628.25, 585.00, 628.25, 628.25, 608.51, 34039, 207.13, 2102, 24349, 71.53
MAWANASUG, EQ, 28-Sep-2020, 23.50, 24.60, 24.65, 23.90, 24.30, 24.20, 24.27, 78580, 19.07, 400, 46833, 59.60
MAXHEALTH, EQ, 28-Sep-2020, 109.90, 111.55, 119.50, 111.35, 116.00, 116.55, 115.36, 5292435, 6105.17, 21823, 2514247, 47.51
MAXIND, EQ, 28-Sep-2020, 58.25, 58.60, 59.50, 58.50, 58.75, 58.90, 58.89, 792431, 466.66, 13427, 634366, 80.05
MAXVIL, EQ, 28-Sep-2020, 37.35, 38.45, 38.45, 37.15, 37.50, 37.50, 37.78, 40072, 15.14, 269, 26274, 65.57
MAYURUNIQ, EQ, 28-Sep-2020, 253.10, 257.30, 262.00, 250.05, 255.00, 257.90, 256.95, 44616, 114.64, 1726, 28237, 63.29
MAZDA, EQ, 28-Sep-2020, 506.05, 525.00, 543.85, 505.35, 539.00, 533.15, 524.32, 17335, 90.89, 1337, 8692, 50.14
MBLINFRA, EQ, 28-Sep-2020, 7.00, 7.30, 7.35, 7.20, 7.35, 7.35, 7.34, 18193, 1.34, 36, 17826, 97.98
MCDHOLDING, EQ, 28-Sep-2020, 25.40, 25.20, 26.30, 24.75, 25.45, 25.15, 25.49, 12736, 3.25, 89, 9085, 71.33
MCDOWELL-N, EQ, 28-Sep-2020, 511.55, 517.50, 531.50, 515.45, 528.05, 528.30, 522.90, 1796687, 9394.88, 37746, 579502, 32.25
MCL, EQ, 28-Sep-2020, 67.50, 65.05, 68.85, 65.05, 68.00, 67.90, 67.30, 1001, 0.67, 35, 991, 99.00
MCX, EQ, 28-Sep-2020, 1636.75, 1637.05, 1817.85, 1625.20, 1800.00, 1786.60, 1737.30, 1116448, 19396.11, 61453, 514275, 46.06
MEGH, EQ, 28-Sep-2020, 77.55, 77.90, 81.75, 77.90, 81.15, 81.40, 80.09, 1853931, 1484.86, 10266, 635578, 34.28
MENONBE, EQ, 28-Sep-2020, 40.00, 41.50, 41.50, 39.65, 40.40, 40.30, 40.25, 12155, 4.89, 216, 7354, 60.50
MEP, EQ, 28-Sep-2020, 13.10, 13.20, 13.60, 12.80, 13.30, 13.30, 13.17, 198641, 26.17, 548, 129872, 65.38
MERCATOR, EQ, 28-Sep-2020, 0.95, 0.90, 0.95, 0.90, 0.95, 0.95, 0.91, 324875, 2.97, 124, 241464, 74.33
METROPOLIS, EQ, 28-Sep-2020, 1752.60, 1779.80, 1880.00, 1761.00, 1846.20, 1849.60, 1850.24, 86197, 1594.86, 13606, 28776, 33.38
MFSL, EQ, 28-Sep-2020, 594.25, 603.10, 624.40, 596.00, 622.70, 619.55, 605.83, 5211564, 31573.18, 43007, 3117818, 59.82
MGEL, SM, 28-Sep-2020, 40.50, 40.70, 40.70, 40.70, 40.70, 40.70, 40.70, 3000, 1.22, 1, 3000, 100.00
MGL, EQ, 28-Sep-2020, 821.30, 827.00, 854.80, 825.00, 853.00, 849.70, 841.02, 908318, 7639.14, 23982, 136945, 15.08
MHHL, SM, 28-Sep-2020, 17.00, 17.75, 17.85, 16.50, 16.50, 16.50, 17.09, 24000, 4.10, 8, 18000, 75.00
MHRIL, EQ, 28-Sep-2020, 170.75, 171.65, 174.25, 171.05, 173.00, 172.60, 172.54, 37501, 64.70, 1054, 18515, 49.37
MIDHANI, EQ, 28-Sep-2020, 193.75, 195.45, 199.80, 195.25, 198.00, 197.90, 197.82, 322558, 638.09, 5441, 86249, 26.74
MILTON, SM, 28-Sep-2020, 10.10, 10.10, 10.55, 10.10, 10.55, 10.55, 10.38, 13200, 1.37, 3, 13200, 100.00
MINDACORP, EQ, 28-Sep-2020, 70.60, 71.05, 72.40, 71.00, 71.35, 71.40, 71.61, 166470, 119.20, 1736, 79473, 47.74
MINDAIND, EQ, 28-Sep-2020, 319.60, 328.00, 340.40, 323.05, 337.40, 338.30, 334.61, 108969, 364.62, 4419, 44829, 41.14
MINDPOOL, SM, 28-Sep-2020, 14.40, 17.25, 17.25, 17.25, 17.25, 17.25, 17.25, 4000, 0.69, 1, 4000, 100.00
MINDSPACE, RR, 28-Sep-2020, 305.82, 307.00, 307.50, 305.00, 307.00, 306.85, 306.84, 194800, 597.71, 440, 176200, 90.45
MINDTREE, EQ, 28-Sep-2020, 1268.90, 1282.00, 1300.00, 1261.35, 1288.00, 1285.75, 1284.41, 823480, 10576.90, 24965, 259600, 31.52
MIRCELECTR, EQ, 28-Sep-2020, 8.15, 8.45, 8.55, 8.25, 8.25, 8.25, 8.41, 161942, 13.62, 389, 121939, 75.30
MIRZAINT, EQ, 28-Sep-2020, 49.10, 49.35, 54.90, 49.10, 52.70, 53.20, 52.43, 1178663, 617.93, 8539, 251321, 21.32
MITTAL, EQ, 28-Sep-2020, 22.45, 21.60, 23.25, 21.35, 21.90, 21.65, 21.59, 28713, 6.20, 198, 16081, 56.01
MKPL, SM, 28-Sep-2020, 82.75, 79.10, 84.00, 78.65, 84.00, 84.00, 80.93, 20000, 16.19, 9, 20000, 100.00
MMFL, EQ, 28-Sep-2020, 344.45, 330.35, 343.00, 321.55, 329.50, 328.00, 331.33, 21850, 72.40, 1286, 11481, 52.54
MMP, EQ, 28-Sep-2020, 75.60, 75.50, 76.00, 74.00, 74.00, 74.35, 75.31, 1651, 1.24, 40, 1399, 84.74
MMTC, EQ, 28-Sep-2020, 16.35, 16.50, 16.95, 16.20, 16.60, 16.60, 16.64, 376254, 62.59, 1232, 187890, 49.94
MOHITIND, EQ, 28-Sep-2020, 3.40, 3.50, 3.55, 3.50, 3.55, 3.55, 3.55, 1100, 0.04, 2, 1100, 100.00
MOHOTAIND, EQ, 28-Sep-2020, 7.90, 7.55, 8.20, 7.55, 8.15, 8.15, 7.78, 11539, 0.90, 29, 10836, 93.91
MOIL, EQ, 28-Sep-2020, 139.20, 139.55, 142.15, 139.35, 141.00, 141.00, 140.52, 418116, 587.54, 4164, 337789, 80.79
MOLDTECH, EQ, 28-Sep-2020, 39.95, 39.95, 42.15, 39.95, 41.00, 41.65, 41.45, 54936, 22.77, 527, 23044, 41.95
MOLDTKPAC, EQ, 28-Sep-2020, 272.10, 279.95, 289.90, 276.45, 287.55, 285.50, 285.78, 42292, 120.86, 1920, 17333, 40.98
MONTECARLO, EQ, 28-Sep-2020, 166.80, 166.80, 173.00, 165.10, 169.60, 169.65, 170.10, 10404, 17.70, 590, 6657, 63.99
MORARJEE, EQ, 28-Sep-2020, 8.45, 8.60, 8.80, 8.35, 8.40, 8.45, 8.56, 1694, 0.14, 34, 1477, 87.19
MOREPENLAB, EQ, 28-Sep-2020, 23.20, 23.25, 24.15, 23.20, 24.00, 23.85, 23.72, 673410, 159.74, 1892, 387159, 57.49
MOTHERSUMI, EQ, 28-Sep-2020, 109.85, 111.50, 113.35, 111.20, 112.70, 112.60, 112.29, 7867674, 8834.90, 35411, 1542649, 19.61
MOTILALOFS, EQ, 28-Sep-2020, 631.10, 634.20, 644.00, 633.00, 639.40, 639.25, 638.50, 41928, 267.71, 3686, 26798, 63.91
MOTOGENFIN, EQ, 28-Sep-2020, 15.05, 15.25, 15.75, 15.05, 15.05, 15.40, 15.54, 1884, 0.29, 26, 1125, 59.71
MPHASIS, EQ, 28-Sep-2020, 1271.70, 1291.40, 1380.00, 1281.70, 1345.55, 1350.50, 1343.90, 354543, 4764.71, 28179, 81549, 23.00
MPSLTD, EQ, 28-Sep-2020, 408.60, 410.05, 427.90, 409.35, 422.90, 420.65, 419.36, 13157, 55.17, 482, 8005, 60.84
