SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
FCONSUMER, EQ, 28-Sep-2020, 8.25, 8.50, 8.65, 8.45, 8.65, 8.65, 8.63, 9203469, 794.33, 4498, 4691053, 50.97
FCSSOFT, EQ, 28-Sep-2020, 0.40, 0.45, 0.45, 0.40, 0.45, 0.40, 0.42, 785849, 3.27, 426, 747040, 95.06
FDC, EQ, 28-Sep-2020, 334.70, 337.00, 375.00, 336.60, 374.55, 365.35, 355.59, 693205, 2464.97, 19388, 266979, 38.51
FEDERALBNK, EQ, 28-Sep-2020, 47.70, 48.70, 50.65, 48.00, 50.50, 50.50, 49.67, 28676719, 14243.71, 46240, 4996562, 17.42
FEL, EQ, 28-Sep-2020, 12.25, 12.60, 12.85, 12.50, 12.85, 12.85, 12.77, 411672, 52.56, 444, 366673, 89.07
FELDVR, EQ, 28-Sep-2020, 14.20, 14.65, 14.90, 14.05, 14.90, 14.90, 14.78, 61987, 9.16, 114, 43169, 69.64
FELIX, SM, 28-Sep-2020, 36.75, 38.00, 38.00, 38.00, 38.00, 38.00, 38.00, 4000, 1.52, 1, 4000, 100.00
FIEMIND, EQ, 28-Sep-2020, 574.60, 582.10, 611.10, 577.00, 584.70, 585.75, 592.17, 63875, 378.25, 3879, 24438, 38.26
FILATEX, EQ, 28-Sep-2020, 25.55, 26.15, 26.15, 24.20, 25.15, 24.95, 25.52, 84399, 21.54, 434, 53336, 63.20
FINCABLES, EQ, 28-Sep-2020, 277.35, 284.00, 284.00, 277.00, 280.00, 280.00, 279.92, 47650, 133.38, 2096, 25441, 53.39
FINEORG, EQ, 28-Sep-2020, 2659.45, 2665.65, 2794.00, 2659.70, 2733.00, 2719.10, 2733.21, 65391, 1787.27, 10226, 21363, 32.67
FINPIPE, EQ, 28-Sep-2020, 496.70, 505.95, 511.95, 496.25, 504.10, 507.00, 506.68, 22345, 113.22, 1562, 12940, 57.91
FLFL, EQ, 28-Sep-2020, 88.35, 89.70, 92.75, 85.00, 92.70, 92.65, 91.92, 1071352, 984.81, 5595, 528744, 49.35
FLUOROCHEM, EQ, 28-Sep-2020, 500.35, 509.00, 509.00, 493.10, 504.25, 504.30, 501.85, 45248, 227.08, 1993, 31409, 69.42
FMGOETZE, EQ, 28-Sep-2020, 344.15, 354.90, 378.55, 343.15, 378.55, 378.55, 364.00, 66928, 243.62, 913, 5331, 7.97
FMNL, EQ, 28-Sep-2020, 18.00, 18.00, 18.65, 17.15, 17.20, 17.40, 17.85, 386882, 69.05, 1502, 168293, 43.50
FORCEMOT, EQ, 28-Sep-2020, 1050.50, 1058.90, 1109.65, 1052.00, 1089.00, 1087.85, 1084.93, 49166, 533.42, 6025, 10175, 20.70
FORTIS, EQ, 28-Sep-2020, 137.15, 137.80, 139.00, 137.00, 137.05, 137.10, 137.37, 1196300, 1643.34, 7434, 744831, 62.26
FOSECOIND, EQ, 28-Sep-2020, 1209.95, 1209.95, 1242.00, 1209.95, 1242.00, 1239.90, 1233.06, 368, 4.54, 134, 228, 61.96
FRETAIL, EQ, 28-Sep-2020, 86.50, 88.00, 90.80, 86.60, 90.80, 90.80, 89.46, 1868964, 1671.95, 11348, 973688, 52.10
FSC, EQ, 28-Sep-2020, 104.60, 106.95, 109.80, 102.10, 109.00, 109.70, 108.99, 470516, 512.83, 3806, 261142, 55.50
FSL, EQ, 28-Sep-2020, 72.40, 73.00, 74.20, 72.65, 73.30, 73.45, 73.30, 2194035, 1608.33, 8904, 747049, 34.05
GABRIEL, EQ, 28-Sep-2020, 105.50, 106.50, 108.00, 105.50, 105.65, 106.10, 106.52, 80778, 86.05, 1906, 37000, 45.80
GAEL, EQ, 28-Sep-2020, 217.35, 218.95, 219.55, 215.15, 217.00, 216.90, 217.83, 94811, 206.52, 2777, 53488, 56.42
GAIL, EQ, 28-Sep-2020, 85.20, 86.55, 89.10, 85.55, 88.15, 88.20, 88.05, 12546093, 11047.20, 39025, 3621129, 28.86
GALAXYSURF, EQ, 28-Sep-2020, 1820.65, 1838.00, 1868.90, 1831.00, 1835.00, 1835.80, 1851.63, 10911, 202.03, 1709, 5290, 48.48
GALLANTT, EQ, 28-Sep-2020, 32.50, 32.25, 33.00, 31.75, 32.90, 32.35, 32.38, 10079, 3.26, 150, 7038, 69.83
GALLISPAT, EQ, 28-Sep-2020, 27.30, 28.30, 28.30, 27.05, 27.20, 27.30, 27.31, 6222, 1.70, 47, 3237, 52.03
GAMMNINFRA, EQ, 28-Sep-2020, 0.60, 0.65, 0.65, 0.60, 0.65, 0.65, 0.62, 699447, 4.32, 268, 495714, 70.87
GANDHITUBE, EQ, 28-Sep-2020, 198.95, 199.65, 207.00, 195.45, 205.00, 205.20, 201.88, 3446, 6.96, 493, 1580, 45.85
GANECOS, EQ, 28-Sep-2020, 256.50, 264.95, 269.90, 252.70, 253.70, 255.55, 259.87, 13195, 34.29, 256, 10556, 80.00
GANESHHOUC, EQ, 28-Sep-2020, 27.35, 27.30, 28.30, 26.85, 27.00, 27.55, 27.46, 6156, 1.69, 61, 5110, 83.01
GANGESSECU, EQ, 28-Sep-2020, 39.25, 38.35, 40.50, 38.20, 40.25, 40.30, 39.67, 10365, 4.11, 55, 6491, 62.62
GARFIBRES, EQ, 28-Sep-2020, 1987.55, 2029.95, 2150.40, 2015.55, 2135.00, 2112.15, 2100.23, 104798, 2201.00, 11187, 30814, 29.40
GATI, EQ, 28-Sep-2020, 47.95, 48.00, 50.10, 48.00, 49.10, 49.55, 49.53, 486259, 240.82, 2825, 320302, 65.87
GAYAPROJ, EQ, 28-Sep-2020, 17.45, 18.10, 18.10, 16.85, 17.30, 17.30, 17.63, 390535, 68.87, 732, 296405, 75.90
GDL, EQ, 28-Sep-2020, 87.50, 88.50, 96.85, 88.50, 92.55, 92.25, 92.96, 232031, 215.70, 3829, 56754, 24.46
GEECEE, EQ, 28-Sep-2020, 64.85, 65.25, 67.45, 64.65, 65.50, 64.95, 65.76, 4901, 3.22, 336, 2011, 41.03
GENUSPAPER, EQ, 28-Sep-2020, 4.95, 5.05, 5.05, 4.90, 4.95, 5.00, 4.98, 61593, 3.07, 64, 53585, 87.00
GENUSPOWER, EQ, 28-Sep-2020, 26.20, 26.90, 28.00, 26.30, 27.30, 27.25, 27.34, 132167, 36.13, 775, 74981, 56.73
GEOJITFSL, EQ, 28-Sep-2020, 39.15, 39.55, 40.15, 39.20, 39.65, 39.60, 39.69, 213024, 84.56, 1391, 121979, 57.26
GEPIL, EQ, 28-Sep-2020, 423.35, 426.20, 434.60, 416.20, 421.00, 423.35, 427.88, 14191, 60.72, 898, 8712, 61.39
GESHIP, EQ, 28-Sep-2020, 242.45, 245.00, 246.40, 241.70, 242.10, 242.70, 243.85, 65477, 159.66, 3393, 38287, 58.47
GET&D, EQ, 28-Sep-2020, 84.15, 87.90, 88.35, 86.00, 88.35, 88.35, 87.61, 27481, 24.07, 467, 23135, 84.19
GFLLIMITED, EQ, 28-Sep-2020, 80.60, 83.80, 89.35, 82.05, 85.75, 86.85, 86.75, 54756, 47.50, 893, 23018, 42.04
GFSTEELS, EQ, 28-Sep-2020, 2.65, 2.65, 2.75, 2.65, 2.65, 2.65, 2.71, 3881, 0.11, 7, 3881, 100.00
GHCL, EQ, 28-Sep-2020, 158.90, 160.30, 162.45, 158.65, 160.10, 160.30, 160.23, 112790, 180.72, 1877, 78676, 69.75
GICHSGFIN, EQ, 28-Sep-2020, 93.45, 94.00, 97.60, 93.50, 96.10, 96.65, 96.35, 278778, 268.60, 3916, 91524, 32.83
GICRE, EQ, 28-Sep-2020, 123.95, 125.00, 127.30, 125.00, 125.05, 125.45, 125.98, 130794, 164.77, 2409, 48626, 37.18
GILLANDERS, EQ, 28-Sep-2020, 27.45, 28.15, 28.45, 27.00, 28.45, 28.45, 28.19, 640, 0.18, 9, 632, 98.75
GILLETTE, EQ, 28-Sep-2020, 5393.65, 5450.00, 5490.00, 5390.00, 5390.00, 5408.80, 5424.92, 2924, 158.62, 898, 1793, 61.32
GINNIFILA, EQ, 28-Sep-2020, 11.10, 11.35, 11.65, 11.20, 11.65, 11.65, 11.57, 36432, 4.22, 81, 28503, 78.24
GIPCL, EQ, 28-Sep-2020, 70.25, 70.25, 71.70, 69.55, 69.55, 70.05, 70.60, 53330, 37.65, 614, 33165, 62.19
GKWLIMITED, EQ, 28-Sep-2020, 495.00, 503.00, 517.95, 472.00, 491.00, 491.00, 495.58, 70, 0.35, 23, 16, 22.86
GLAXO, EQ, 28-Sep-2020, 1543.60, 1560.00, 1590.55, 1535.00, 1573.85, 1576.85, 1565.24, 109121, 1708.00, 8187, 64580, 59.18
GLENMARK, EQ, 28-Sep-2020, 482.55, 483.00, 498.60, 471.25, 494.90, 495.60, 488.02, 3585876, 17499.72, 51597, 539980, 15.06
GLFL, EQ, 28-Sep-2020, 2.80, 2.90, 2.90, 2.90, 2.90, 2.90, 2.90, 4237, 0.12, 16, 4237, 100.00
GLOBAL, SM, 28-Sep-2020, 189.80, 195.00, 195.00, 195.00, 195.00, 195.00, 195.00, 1000, 1.95, 1, 1000, 100.00
GLOBALVECT, EQ, 28-Sep-2020, 50.40, 50.10, 52.70, 49.30, 51.95, 51.30, 50.96, 17572, 8.95, 394, 4687, 26.67
GLOBE, SM, 28-Sep-2020, 49.00, 50.00, 50.00, 48.75, 48.75, 48.75, 49.46, 28000, 13.85, 12, 14000, 50.00
GLOBUSSPR, EQ, 28-Sep-2020, 290.30, 299.40, 299.40, 282.20, 289.70, 290.50, 291.44, 205620, 599.27, 5256, 82526, 40.14
GMBREW, EQ, 28-Sep-2020, 380.40, 384.15, 399.00, 384.15, 398.00, 394.95, 391.52, 27853, 109.05, 1195, 15180, 54.50
GMDCLTD, EQ, 28-Sep-2020, 42.45, 42.65, 43.90, 42.20, 42.45, 42.55, 43.12, 450875, 194.40, 1905, 255135, 56.59
GMMPFAUDLR, EQ, 28-Sep-2020, 3803.60, 3613.45, 3613.45, 3613.45, 3613.45, 3613.45, 3613.45, 23971, 866.18, 3280, 22605, 94.30
GMRINFRA, EQ, 28-Sep-2020, 23.50, 23.45, 23.95, 23.10, 23.75, 23.80, 23.49, 16400399, 3852.88, 25990, 3633718, 22.16
GNA, EQ, 28-Sep-2020, 217.75, 219.00, 224.45, 219.00, 223.65, 223.05, 222.98, 24662, 54.99, 969, 13069, 52.99
GNFC, EQ, 28-Sep-2020, 209.10, 212.10, 215.20, 209.40, 210.80, 210.90, 211.76, 740773, 1568.64, 10017, 362474, 48.93
GOACARBON, EQ, 28-Sep-2020, 199.30, 201.80, 209.90, 200.45, 205.15, 206.80, 206.31, 29673, 61.22, 1466, 8681, 29.26
GOCLCORP, EQ, 28-Sep-2020, 184.40, 189.90, 190.40, 184.60, 184.60, 185.05, 186.03, 13897, 25.85, 402, 9794, 70.48
GODFRYPHLP, EQ, 28-Sep-2020, 917.90, 925.60, 930.90, 908.95, 928.00, 922.15, 920.14, 43311, 398.52, 2430, 10298, 23.78
GODREJAGRO, EQ, 28-Sep-2020, 497.30, 502.95, 510.00, 500.00, 508.10, 508.80, 507.98, 61180, 310.78, 2612, 33842, 55.32
GODREJCP, EQ, 28-Sep-2020, 702.10, 709.00, 723.40, 702.25, 713.50, 713.25, 714.26, 990255, 7072.95, 25558, 228563, 23.08
GODREJIND, EQ, 28-Sep-2020, 401.05, 403.00, 418.95, 401.55, 413.00, 412.90, 410.67, 80534, 330.73, 3786, 25855, 32.10
GODREJPROP, EQ, 28-Sep-2020, 854.45, 856.35, 895.70, 856.05, 890.00, 889.50, 880.18, 525219, 4622.85, 17682, 176587, 33.62
GOKEX, EQ, 28-Sep-2020, 57.45, 57.65, 61.95, 57.65, 60.50, 60.25, 60.40, 68784, 41.54, 652, 39066, 56.80
GOKUL, EQ, 28-Sep-2020, 14.20, 14.50, 14.50, 13.05, 13.20, 13.30, 13.67, 46067, 6.30, 330, 32763, 71.12
GOKULAGRO, EQ, 28-Sep-2020, 14.00, 13.85, 14.15, 13.30, 13.55, 13.45, 13.47, 103981, 14.00, 283, 72684, 69.90
GOLDBEES, EQ, 28-Sep-2020, 43.62, 43.89, 43.89, 43.26, 43.34, 43.31, 43.39, 3906195, 1695.08, 9930, 2893900, 74.08
GOLDENTOBC, EQ, 28-Sep-2020, 20.75, 21.75, 21.75, 20.25, 21.00, 21.00, 21.08, 2337, 0.49, 51, 1931, 82.63
GOLDIAM, EQ, 28-Sep-2020, 127.90, 131.00, 134.00, 126.00, 127.60, 127.80, 129.84, 21226, 27.56, 668, 9205, 43.37
GOLDSHARE, EQ, 28-Sep-2020, 4537.30, 4534.80, 4537.00, 4501.30, 4508.00, 4508.35, 4517.69, 1538, 69.48, 337, 1051, 68.34
GOODLUCK, EQ, 28-Sep-2020, 38.40, 38.90, 39.85, 38.50, 38.80, 39.25, 39.19, 30138, 11.81, 271, 15673, 52.00
GPIL, EQ, 28-Sep-2020, 282.10, 296.20, 296.20, 291.95, 296.20, 296.20, 295.54, 32471, 95.97, 295, 25824, 79.53
GPPL, EQ, 28-Sep-2020, 84.10, 85.00, 86.50, 83.90, 84.60, 84.50, 84.79, 146558, 124.27, 1797, 88895, 60.66
GPTINFRA, EQ, 28-Sep-2020, 27.85, 28.25, 29.60, 27.90, 28.50, 28.30, 28.58, 17068, 4.88, 129, 11893, 69.68
GRANULES, EQ, 28-Sep-2020, 375.95, 383.00, 405.00, 382.00, 399.10, 399.90, 397.09, 9872084, 39201.01, 132552, 1993669, 20.20
GRAPHITE, EQ, 28-Sep-2020, 183.35, 185.50, 194.75, 184.05, 193.00, 192.10, 191.16, 1595372, 3049.78, 19564, 841930, 52.77
GRASIM, EQ, 28-Sep-2020, 708.15, 715.00, 735.65, 715.00, 735.00, 734.20, 727.15, 2545879, 18512.46, 41870, 401428, 15.77
GRAVITA, EQ, 28-Sep-2020, 48.20, 48.20, 51.50, 47.90, 50.10, 50.65, 50.37, 274974, 138.51, 1481, 106272, 38.65
GREAVESCOT, EQ, 28-Sep-2020, 72.50, 72.90, 75.25, 72.70, 74.05, 74.20, 74.14, 247291, 183.35, 2703, 103384, 41.81
GREENLAM, EQ, 28-Sep-2020, 717.35, 720.15, 729.50, 704.95, 715.45, 712.20, 714.25, 4317, 30.83, 539, 2160, 50.03
GREENPANEL, EQ, 28-Sep-2020, 45.10, 45.50, 46.90, 44.90, 45.50, 45.55, 45.50, 44012, 20.02, 190, 38745, 88.03
GREENPLY, EQ, 28-Sep-2020, 84.90, 86.20, 87.40, 85.45, 86.60, 86.65, 86.54, 74274, 64.28, 1020, 39635, 53.36
GREENPOWER, EQ, 28-Sep-2020, 1.75, 1.80, 1.80, 1.80, 1.80, 1.80, 1.80, 125192, 2.25, 61, 125192, 100.00
GRINDWELL, EQ, 28-Sep-2020, 525.45, 526.85, 533.05, 522.20, 522.20, 527.00, 527.54, 10738, 56.65, 731, 6535, 60.86
GRPLTD, EQ, 28-Sep-2020, 712.30, 715.05, 749.95, 700.00, 723.00, 709.15, 721.24, 495, 3.57, 136, 306, 61.82
GRSE, EQ, 28-Sep-2020, 173.30, 175.95, 184.65, 172.70, 183.00, 183.50, 179.78, 243230, 437.29, 4706, 61740, 25.38
GSCLCEMENT, EQ, 28-Sep-2020, 26.85, 26.85, 27.50, 26.30, 27.15, 27.05, 27.04, 34623, 9.36, 245, 27962, 80.76
GSFC, EQ, 28-Sep-2020, 59.70, 60.00, 63.25, 59.20, 60.25, 60.00, 60.81, 2805702, 1706.27, 13841, 887133, 31.62
GSPL, EQ, 28-Sep-2020, 194.95, 196.50, 199.50, 196.00, 196.25, 196.75, 197.42, 378731, 747.69, 8544, 240745, 63.57
GSS, EQ, 28-Sep-2020, 29.10, 29.20, 31.45, 29.20, 30.70, 30.95, 30.67, 124116, 38.07, 628, 58907, 47.46
GTL, EQ, 28-Sep-2020, 2.85, 2.95, 2.95, 2.95, 2.95, 2.95, 2.95, 24036, 0.71, 78, 24036, 100.00
GTLINFRA, EQ, 28-Sep-2020, 0.65, 0.65, 0.70, 0.65, 0.70, 0.65, 0.67, 1912446, 12.80, 633, 1835113, 95.96
GTNIND, EQ, 28-Sep-2020, 7.70, 8.00, 8.05, 7.70, 8.05, 8.05, 8.05, 5825, 0.47, 25, 5781, 99.24
GTNTEX, EQ, 28-Sep-2020, 5.00, 5.25, 5.25, 4.90, 4.90, 4.90, 5.25, 2064, 0.11, 15, 2050, 99.32
GTPL, EQ, 28-Sep-2020, 86.55, 86.95, 90.00, 86.00, 88.00, 87.85, 88.50, 20865, 18.47, 567, 11646, 55.82
GUFICBIO, EQ, 28-Sep-2020, 80.80, 81.05, 84.90, 80.60, 81.40, 81.30, 82.27, 101935, 83.86, 1441, 56302, 55.23
GUJALKALI, EQ, 28-Sep-2020, 327.85, 329.50, 334.45, 328.00, 333.10, 330.85, 331.47, 53509, 177.37, 3345, 29702, 55.51
GUJAPOLLO, EQ, 28-Sep-2020, 204.20, 205.00, 209.65, 203.20, 204.05, 204.55, 205.63, 2948, 6.06, 257, 1624, 55.09
GUJGASLTD, EQ, 28-Sep-2020, 297.45, 300.00, 304.45, 299.60, 302.00, 302.00, 302.12, 333027, 1006.16, 7317, 236865, 71.12
GULFOILLUB, EQ, 28-Sep-2020, 638.00, 641.20, 685.80, 641.20, 662.20, 667.50, 668.21, 78573, 525.03, 6833, 14405, 18.33
GULFPETRO, EQ, 28-Sep-2020, 37.55, 38.50, 39.50, 37.70, 38.70, 38.95, 39.07, 68562, 26.79, 664, 35230, 51.38
GULPOLY, EQ, 28-Sep-2020, 52.90, 55.15, 55.50, 54.45, 55.00, 55.05, 54.93, 17146, 9.42, 214, 14544, 84.82
GVKPIL, EQ, 28-Sep-2020, 3.00, 3.10, 3.15, 3.10, 3.15, 3.15, 3.13, 1056680, 33.09, 384, 723697, 68.49
HAL, EQ, 28-Sep-2020, 767.70, 775.10, 782.80, 768.00, 778.50, 778.20, 775.87, 355844, 2760.89, 15993, 120782, 33.94
HAPPSTMNDS, EQ, 28-Sep-2020, 363.40, 368.70, 376.40, 365.05, 365.70, 367.10, 369.03, 2649652, 9778.07, 47132, 617548, 23.31
HARITASEAT, EQ, 28-Sep-2020, 410.85, 398.00, 419.85, 395.00, 410.05, 410.90, 410.80, 3393, 13.94, 191, 2114, 62.30
HARRMALAYA, EQ, 28-Sep-2020, 86.05, 90.40, 93.40, 88.05, 91.00, 90.60, 90.65, 64726, 58.68, 1576, 23851, 36.85
HATSUN, EQ, 28-Sep-2020, 755.50, 759.30, 789.45, 759.30, 784.30, 783.05, 782.71, 14976, 117.22, 1557, 6839, 45.67
HAVELLS, EQ, 28-Sep-2020, 659.05, 661.00, 693.00, 659.50, 685.00, 684.50, 683.26, 1966395, 13435.53, 38469, 522311, 26.56
HBANKETF, EQ, 28-Sep-2020, 208.93, 224.00, 224.00, 200.10, 216.08, 216.08, 213.04, 4536, 9.66, 144, 3140, 69.22
HBLPOWER, EQ, 28-Sep-2020, 16.25, 16.60, 16.90, 16.15, 16.30, 16.30, 16.42, 203127, 33.35, 598, 113642, 55.95
HBSL, EQ, 28-Sep-2020, 5.55, 5.50, 5.55, 5.50, 5.50, 5.50, 5.51, 6058, 0.33, 9, 3708, 61.21
HCC, EQ, 28-Sep-2020, 5.40, 5.55, 5.55, 5.40, 5.45, 5.45, 5.46, 1261466, 68.86, 1462, 708212, 56.14
HCG, EQ, 28-Sep-2020, 118.00, 118.95, 121.40, 115.00, 117.00, 116.90, 117.78, 53724, 63.27, 840, 45534, 84.76
HCL-INSYS, EQ, 28-Sep-2020, 7.60, 7.95, 7.95, 7.75, 7.95, 7.95, 7.95, 86868, 6.91, 344, 65688, 75.62
HCLTECH, EQ, 28-Sep-2020, 827.70, 838.40, 844.75, 820.80, 834.00, 835.25, 835.22, 11146342, 93096.67, 180648, 3412216, 30.61
HDFC, EQ, 28-Sep-2020, 1652.00, 1672.90, 1692.60, 1658.00, 1685.00, 1681.45, 1678.77, 2739071, 45982.60, 105938, 1386203, 50.61
HDFC, W3, 28-Sep-2020, 300.00, 300.00, 300.00, 298.00, 300.00, 300.00, 299.89, 38400, 115.16, 44, 37200, 96.88
HDFCAMC, EQ, 28-Sep-2020, 2110.75, 2127.75, 2280.00, 2127.75, 2273.00, 2251.55, 2206.62, 453254, 10001.61, 43205, 179254, 39.55
HDFCBANK, EQ, 28-Sep-2020, 1044.00, 1048.95, 1059.00, 1042.65, 1058.00, 1054.20, 1053.08, 8076211, 85048.77, 133937, 3908991, 48.40
HDFCLIFE, EQ, 28-Sep-2020, 577.50, 579.20, 583.30, 577.05, 582.65, 581.20, 580.18, 1591676, 9234.66, 45369, 791739, 49.74
HDFCMFGETF, EQ, 28-Sep-2020, 4500.10, 4505.00, 4505.00, 4440.05, 4445.00, 4453.45, 4454.93, 22257, 991.53, 1597, 15185, 68.23
HDFCNIFETF, EQ, 28-Sep-2020, 1159.07, 1168.99, 1206.00, 1167.45, 1182.90, 1178.23, 1172.39, 1853, 21.72, 159, 1427, 77.01
HDFCSENETF, EQ, 28-Sep-2020, 3989.00, 4025.00, 4075.00, 4001.01, 4070.00, 4069.99, 4066.08, 271, 11.02, 35, 243, 89.67
HEG, EQ, 28-Sep-2020, 766.15, 772.80, 783.00, 736.50, 743.95, 748.55, 767.21, 557494, 4277.17, 20446, 130128, 23.34
HEIDELBERG, EQ, 28-Sep-2020, 177.70, 178.90, 182.85, 178.30, 180.40, 180.40, 180.16, 98561, 177.57, 2127, 40949, 41.55
HERCULES, EQ, 28-Sep-2020, 90.40, 91.50, 92.00, 89.50, 90.60, 90.95, 91.21, 23869, 21.77, 650, 12107, 50.72
HERITGFOOD, EQ, 28-Sep-2020, 319.65, 327.00, 327.05, 317.75, 320.05, 321.20, 321.47, 39953, 128.44, 1669, 24581, 61.52
HEROMOTOCO, EQ, 28-Sep-2020, 3002.00, 3047.00, 3095.75, 2992.50, 3087.00, 3088.90, 3055.75, 1422074, 43455.04, 55069, 355241, 24.98
HESTERBIO, EQ, 28-Sep-2020, 1743.45, 1766.15, 1794.75, 1735.00, 1757.00, 1756.85, 1760.71, 7188, 126.56, 917, 3790, 52.73
HEXAWARE, EQ, 28-Sep-2020, 467.20, 464.70, 468.40, 464.70, 468.05, 467.55, 466.66, 784734, 3662.05, 11997, 565999, 72.13
HFCL, EQ, 28-Sep-2020, 14.85, 15.35, 15.95, 15.20, 15.65, 15.60, 15.64, 5663908, 886.04, 5626, 4169942, 73.62
HGINFRA, EQ, 28-Sep-2020, 187.35, 187.40, 194.00, 186.00, 187.15, 187.15, 189.83, 31432, 59.67, 1637, 15555, 49.49
HGS, EQ, 28-Sep-2020, 702.15, 702.15, 730.00, 700.25, 715.00, 715.35, 718.58, 9658, 69.40, 765, 5573, 57.70
HHOF1140RG, MF, 28-Sep-2020, 6.65, 6.91, 6.91, 6.91, 6.91, 6.91, 6.91, 1501, 0.10, 3, 1501, 100.00
HIKAL, EQ, 28-Sep-2020, 174.10, 175.00, 187.00, 175.00, 184.15, 184.75, 183.36, 1356385, 2487.10, 18111, 457093, 33.70
HIL, EQ, 28-Sep-2020, 1602.40, 1617.75, 1678.00, 1617.75, 1652.00, 1649.20, 1651.85, 9831, 162.39, 1569, 5364, 54.56
HILTON, EQ, 28-Sep-2020, 9.75, 9.55, 10.10, 9.50, 10.00, 9.85, 9.78, 9360, 0.92, 58, 4816, 51.45
HIMATSEIDE, EQ, 28-Sep-2020, 81.00, 81.90, 85.20, 79.95, 82.50, 83.10, 82.79, 311190, 257.65, 4276, 82754, 26.59
HINDALCO, EQ, 28-Sep-2020, 162.05, 163.95, 168.70, 162.10, 167.85, 167.70, 166.54, 12412823, 20672.80, 84286, 2990718, 24.09
HINDCOMPOS, EQ, 28-Sep-2020, 182.70, 184.55, 184.95, 177.00, 183.00, 180.70, 181.48, 5468, 9.92, 338, 3277, 59.93
HINDCON, SM, 28-Sep-2020, 17.00, 17.00, 17.00, 17.00, 17.00, 17.00, 17.00, 4000, 0.68, 1, 4000, 100.00
HINDCOPPER, EQ, 28-Sep-2020, 33.85, 34.10, 34.65, 34.05, 34.30, 34.20, 34.27, 400335, 137.19, 2090, 184816, 46.17
HINDMOTORS, EQ, 28-Sep-2020, 5.10, 5.35, 5.35, 5.30, 5.35, 5.35, 5.35, 61151, 3.27, 111, 55138, 90.17
HINDNATGLS, EQ, 28-Sep-2020, 26.35, 26.35, 27.35, 26.20, 26.30, 26.30, 26.46, 2452, 0.65, 167, 2397, 97.76
HINDOILEXP, EQ, 28-Sep-2020, 71.70, 72.90, 76.20, 72.75, 74.10, 74.00, 74.90, 450714, 337.61, 2592, 318224, 70.60
HINDPETRO, EQ, 28-Sep-2020, 178.60, 180.30, 185.00, 179.60, 183.75, 184.00, 183.15, 4252799, 7788.90, 30508, 1008824, 23.72
HINDUNILVR, EQ, 28-Sep-2020, 2079.05, 2083.00, 2092.35, 2060.00, 2068.00, 2063.30, 2071.53, 1524037, 31570.85, 92455, 761758, 49.98
HINDZINC, EQ, 28-Sep-2020, 209.15, 210.00, 213.25, 208.75, 210.25, 209.85, 211.11, 586175, 1237.48, 20148, 273443, 46.65
HIRECT, EQ, 28-Sep-2020, 122.10, 122.10, 128.20, 121.05, 128.20, 127.80, 125.12, 8295, 10.38, 756, 6165, 74.32
HISARMETAL, EQ, 28-Sep-2020, 78.05, 75.30, 82.40, 75.30, 82.40, 82.35, 80.12, 2201, 1.76, 92, 1544, 70.15
HITECH, EQ, 28-Sep-2020, 106.95, 106.90, 108.00, 105.55, 106.00, 106.60, 106.91, 7595, 8.12, 162, 5660, 74.52
HITECHGEAR, EQ, 28-Sep-2020, 124.40, 124.05, 135.00, 124.05, 131.05, 133.70, 130.95, 4128, 5.41, 91, 3563, 86.31
HLVLTD, EQ, 28-Sep-2020, 4.70, 4.90, 5.00, 4.70, 4.90, 4.90, 4.84, 81324, 3.93, 133, 35267, 43.37
HMVL, EQ, 28-Sep-2020, 47.00, 48.50, 49.75, 47.10, 48.20, 48.80, 48.80, 14568, 7.11, 354, 7576, 52.00
HNDFDS, EQ, 28-Sep-2020, 882.45, 900.00, 926.55, 900.00, 926.55, 926.55, 922.60, 5483, 50.59, 250, 4518, 82.40
HNGSNGBEES, EQ, 28-Sep-2020, 326.99, 330.00, 332.88, 317.70, 329.88, 326.24, 325.66, 228, 0.74, 37, 189, 82.89
HONAUT, EQ, 28-Sep-2020, 32380.65, 32601.00, 33199.95, 32550.05, 33000.00, 33047.20, 32895.20, 1100, 361.85, 771, 557, 50.64
HONDAPOWER, EQ, 28-Sep-2020, 1015.75, 1021.00, 1021.00, 1001.40, 1014.95, 1008.15, 1010.81, 3654, 36.93, 547, 1919, 52.52
HOTELRUGBY, EQ, 28-Sep-2020, 1.50, 1.50, 1.55, 1.50, 1.50, 1.50, 1.52, 7628, 0.12, 23, 7628, 100.00
HOVS, EQ, 28-Sep-2020, 37.25, 38.40, 38.85, 35.40, 35.70, 35.70, 36.31, 20376, 7.40, 249, 17162, 84.23
HPL, EQ, 28-Sep-2020, 32.20, 32.30, 33.35, 31.30, 31.50, 31.70, 32.20, 69991, 22.54, 647, 38976, 55.69
HSCL, EQ, 28-Sep-2020, 50.80, 51.60, 55.70, 51.15, 55.50, 55.20, 53.65, 2514496, 1348.95, 10813, 1238848, 49.27
HSIL, EQ, 28-Sep-2020, 82.45, 82.55, 83.35, 80.35, 80.55, 80.55, 81.20, 548128, 445.09, 5167, 356807, 65.10
